time (seconds),I_position (m),J_position (m),K_position (m),I_velocity (m/s),J_velocity (m/s),K_velocity (m/s),I_acceleration (m/s^2),J_acceleration (m/s^2),K_acceleration (m/s^2),,Acceleration magnitude,,Average acceleration magnitude
188,3754346.32,-5578162.288,418431.1668,4177.233854,2360.080668,-6013.07815,-4.894386632,7.272134493,-0.545577779,,8.782745339,,6736920.324
189,3758521.106,-5575798.572,412417.8172,4172.336836,2367.351014,-6013.619712,-4.89980956,7.268713056,-0.537501129,,8.782438767,,6736920.593
190,3762690.992,-5573427.587,406403.93,4167.434379,2374.618272,-6014.153434,-4.905427494,7.265689235,-0.5295278,,8.78258838,,6736920.864
191,3766855.973,-5571049.337,400389.513,4162.526491,2381.882435,-6014.679316,-4.911045427,7.262665413,-0.52155447,,8.782749863,,6736921.136
192,3771016.044,-5568663.824,394374.574,4157.613176,2389.143491,-6015.197357,-4.915975363,7.259555016,-0.514212061,,8.78250345,,6736921.41
193,3775171.198,-5566271.051,388359.1209,4152.694443,2396.401432,-6015.707556,-4.921690799,7.256730002,-0.506290391,,8.782909575,,6736921.685
194,3779321.431,-5563871.022,382343.1615,4147.770296,2403.656248,-6016.209913,-4.927016225,7.253109758,-0.498162082,,8.782440179,,6736921.962
195,3783466.737,-5561463.739,376326.7037,4142.840742,2410.90793,-6016.704427,-4.932043663,7.250198169,-0.490871333,,8.782447429,,6736922.239
196,3787607.11,-5559049.207,370309.7553,4137.905789,2418.156467,-6017.191097,-4.936973598,7.247087772,-0.483528924,,8.782242863,,6736922.519
197,3791742.546,-5556627.428,364292.3241,4132.965442,2425.401852,-6017.669923,-4.942396527,7.243666335,-0.475452274,,8.782029394,,6736922.799
198,3795873.039,-5554198.404,358274.418,4128.019707,2432.644073,-6018.140904,-4.948014461,7.240642513,-0.467478944,,8.782271214,,6736923.081
199,3799998.584,-5551762.141,352256.0449,4123.068592,2439.883123,-6018.60404,-4.954125388,7.237307652,-0.458771374,,8.782508274,,6736923.365
200,3804119.175,-5549318.639,346237.2126,4118.112102,2447.118991,-6019.059329,-4.959645819,7.234085023,-0.450746384,,8.782553448,,6736923.65
201,3808234.806,-5546867.904,340217.9289,4113.150245,2454.351668,-6019.506772,-4.964575754,7.230974626,-0.443403975,,8.782403632,,6736923.936
202,3812345.473,-5544409.937,334198.2016,4108.183026,2461.581144,-6019.946367,-4.969408187,7.227665422,-0.436009906,,8.782042463,,6736924.224
203,3816451.171,-5541944.742,328178.0387,4103.210452,2468.807411,-6020.378115,-4.974928618,7.224442793,-0.427984917,,8.782121584,,6736924.513
204,3820551.893,-5539472.323,322157.448,4098.23253,2476.030458,-6020.802014,-4.980546552,7.221418971,-0.420011587,,8.782433925,,6736924.803
205,3824647.634,-5536992.683,316136.4373,4093.249266,2483.250276,-6021.218064,-4.985378985,7.218109766,-0.412617518,,8.782104841,,6736925.095
206,3828738.389,-5534505.824,310115.0145,4088.260666,2490.466856,-6021.626265,-4.991489912,7.214774905,-0.403909947,,8.782430855,,6736925.388
207,3832824.153,-5532011.75,304093.1874,4083.266737,2497.680189,-6022.026616,-4.997107846,7.211751084,-0.395936618,,8.782778963,,6736925.683
208,3836904.921,-5529510.464,298070.9639,4078.267486,2504.890264,-6022.419116,-5.001842776,7.208243072,-0.388490889,,8.782261924,,6736925.979
209,3840980.687,-5527001.97,292048.3518,4073.262919,2512.097073,-6022.803765,-5.007363207,7.205020442,-0.380465899,,8.782411979,,6736926.277
210,3845051.445,-5524486.271,286025.359,4068.253043,2519.300606,-6023.180563,-5.012195641,7.201711238,-0.37307183,,8.782137125,,6736926.576
211,3849117.191,-5521963.37,280001.9933,4063.237864,2526.500855,-6023.549508,-5.017813574,7.198687416,-0.365098501,,8.782530985,,6736926.876
212,3853177.919,-5519433.271,273978.2626,4058.217389,2533.697808,-6023.910601,-5.023826999,7.195153748,-0.35633927,,8.782713296,,6736927.177
213,3857233.624,-5516895.976,267954.1747,4053.191624,2540.891458,-6024.263841,-5.028756934,7.192043351,-0.348996861,,8.782692222,,6736927.481
214,3861284.301,-5514351.489,261929.7375,4048.160575,2548.081794,-6024.609227,-5.033686869,7.188932954,-0.341654452,,8.782681155,,6736927.785
215,3865329.943,-5511799.813,255904.9589,4043.12425,2555.268807,-6024.94676,-5.0384218,7.185424942,-0.334208724,,8.782238969,,6736928.091
216,3869370.547,-5509240.952,249879.8466,4038.082655,2562.452489,-6025.276438,-5.043844729,7.182003505,-0.326132074,,8.782249491,,6736928.398
217,3873406.107,-5506674.909,243854.4086,4033.035797,2569.632829,-6025.598261,-5.04936516,7.178780876,-0.318107084,,8.782492556,,6736928.707
218,3877436.617,-5504101.688,237828.6527,4027.983682,2576.809818,-6025.91223,-5.054197593,7.175471671,-0.310713015,,8.782303206,,6736929.017
219,3881462.073,-5501521.291,231802.5868,4022.926316,2583.983446,-6026.218342,-5.05952302,7.171851427,-0.302584706,,8.782128648,,6736929.328
220,3885482.468,-5498933.722,225776.2186,4017.863707,2591.153706,-6026.516599,-5.065731449,7.168715374,-0.293928795,,8.782853145,,6736929.641
221,3889497.798,-5496338.985,219749.5562,4012.79586,2598.320586,-6026.806999,-5.070758887,7.165803784,-0.286638046,,8.783137306,,6736929.955
222,3893508.058,-5493737.082,213722.6073,4007.722783,2605.484078,-6027.089543,-5.075791807,7.161587117,-0.278354757,,8.782338747,,6736930.271
223,3897513.242,-5491128.018,207695.3797,4002.644483,2612.644173,-6027.364229,-5.08062424,7.158277913,-0.270960688,,8.782203883,,6736930.588
224,3901513.345,-5488511.795,201667.8814,3997.560965,2619.80086,-6027.631058,-5.086144671,7.155055284,-0.262935698,,8.782529186,,6736930.907
225,3905508.362,-5485888.417,195640.1202,3992.472236,2626.954132,-6027.890029,-5.091665102,7.151832655,-0.254910708,,8.782866463,,6736931.226
226,3909498.288,-5483257.888,189612.104,3987.378303,2634.103977,-6028.141142,-5.096795524,7.147814795,-0.246679079,,8.782336337,,6736931.548
227,3913483.117,-5480620.21,183583.8406,3982.279173,2641.250388,-6028.384396,-5.101822962,7.144903206,-0.23938833,,8.782684449,,6736931.87
228,3917462.845,-5477975.388,177555.3378,3977.174853,2648.393355,-6028.619792,-5.107245891,7.141481769,-0.23131168,,8.782837101,,6736932.194
229,3921437.465,-5475323.425,171526.6036,3972.065348,2655.532868,-6028.847328,-5.112473815,7.137662718,-0.223131711,,8.782562573,,6736932.52
230,3925406.974,-5472664.324,165497.6458,3966.950666,2662.668918,-6029.067005,-5.117208746,7.134154706,-0.215685982,,8.782283823,,6736932.846
231,3929371.365,-5469998.088,159468.4722,3961.830814,2669.801496,-6029.278823,-5.122631675,7.130733269,-0.207609332,,8.782471968,,6736933.175
232,3933330.633,-5467324.722,153439.0907,3956.705797,2676.930593,-6029.48278,-5.128054603,7.127311832,-0.199532683,,8.782672217,,6736933.504
233,3937284.775,-5464644.228,147409.5093,3951.575623,2684.056198,-6029.678877,-5.132789534,7.12380382,-0.192086954,,8.782426013,,6736933.835
234,3941233.783,-5461956.61,141379.7356,3946.440298,2691.178304,-6029.867114,-5.137621967,7.120494616,-0.184692885,,8.78240938,,6736934.167
235,3945177.653,-5459261.873,135349.7777,3941.29983,2698.2969,-6030.04749,-5.143440387,7.116563332,-0.175830334,,8.78244664,,6736934.501
236,3949116.381,-5456560.018,129319.6433,3936.154224,2705.411978,-6030.220005,-5.147779827,7.113565167,-0.169170507,,8.782429345,,6736934.836
237,3953049.96,-5453851.05,123289.3403,3931.003488,2712.523528,-6030.384659,-5.152910249,7.109547308,-0.160938877,,8.78202985,,6736935.173
238,3956978.386,-5451134.972,117258.8766,3925.847628,2719.631541,-6030.541452,-5.158625685,7.106722294,-0.153017207,,8.782957075,,6736935.511
239,3960901.654,-5448411.788,111228.26,3920.686651,2726.736007,-6030.690382,-5.162970606,7.102419052,-0.145364839,,8.781899157,,6736935.85
240,3964819.758,-5445681.501,105197.4984,3915.520563,2733.836917,-6030.831452,-5.168686042,7.099594038,-0.137443169,,8.782849283,,6736936.191
241,3968732.693,-5442944.115,99166.5997,3910.349372,2740.934263,-6030.964659,-5.173225968,7.095688411,-0.12989412,,8.782251045,,6736936.533
242,3972640.455,-5440199.634,93135.57172,3905.173084,2748.028034,-6031.090004,-5.17835639,7.091670552,-0.121662491,,8.781911402,,6736936.876
243,3976543.038,-5437448.06,87104.42232,3899.991707,2755.118222,-6031.207486,-5.183876821,7.088447923,-0.113637501,,8.782459014,,6736937.221
244,3980440.437,-5434689.399,81073.15936,3894.805245,2762.204817,-6031.317107,-5.188812239,7.084032448,-0.105302551,,8.781706941,,6736937.567
245,3984332.646,-5431923.652,75041.79072,3889.613707,2769.28781,-6031.418864,-5.194527675,7.081207434,-0.097380882,,8.782715954,,6736937.915
246,3988219.662,-5429150.824,69010.32426,3884.4171,2776.367192,-6031.512759,-5.199067601,7.077301807,-0.089831833,,8.78217368,,6736938.264
247,3992101.479,-5426370.919,62978.76783,3879.215429,2783.442953,-6031.598791,-5.205178528,7.073966946,-0.081124262,,8.783021861,,6736938.614
248,3995978.091,-5423583.939,56947.12929,3874.008702,2790.515085,-6031.67696,-5.209718454,7.070061319,-0.073575214,,8.782502305,,6736938.966
249,3999849.495,-5420789.89,50915.41653,3868.796926,2797.583578,-6031.747267,-5.213862889,7.066665539,-0.066812066,,8.782174669,,6736939.319
250,4003715.684,-5417988.774,44883.63738,3863.580107,2804.648423,-6031.80971,-5.219188316,7.063045295,-0.058683756,,8.782367522,,6736939.674
251,4007576.653,-5415180.594,38851.79973,3858.358253,2811.70961,-6031.864289,-5.224513742,7.059425051,-0.050555446,,8.782572615,,6736940.03
252,4011432.398,-5412365.356,32819.91142,3853.131369,2818.767131,-6031.911006,-5.230034173,7.056202422,-0.042530457,,8.783225997,,6736940.387
253,4015282.914,-5409543.061,26787.98034,3847.899463,2825.820976,-6031.949859,-5.234969591,7.051786947,-0.034195507,,8.782583623,,6736940.745
254,4019128.196,-5406713.715,20756.01433,3842.662542,2832.871136,-6031.980849,-5.238919021,7.047993552,-0.02732904,,8.781869533,,6736941.106
255,4022968.238,-5403877.32,14724.02126,3837.420612,2839.917602,-6032.003975,-5.244834944,7.044261076,-0.018518149,,8.782382969,,6736941.467
256,4026803.035,-5401033.881,8692.009,3832.17368,2846.960365,-6032.019238,-5.249569874,7.040753064,-0.01107242,,8.78238636,,6736941.83
257,4030632.583,-5398183.401,2659.985407,3826.921754,2853.999415,-6032.026637,-5.25449981,7.037642667,-0.003730011,,8.782835332,,6736942.194
258,4034456.877,-5395325.883,-3372.041653,3821.664839,2861.034744,-6032.026173,-5.259630232,7.033624808,0.004501618,,8.782687993,,6736942.56
259,4038275.911,-5392461.332,-9404.064318,3816.402944,2868.066342,-6032.017845,-5.264560167,7.030514411,0.011844027,,8.78315814,,6736942.926
260,4042089.681,-5389589.752,-15436.07472,3811.136074,2875.0942,-6032.001654,-5.269495584,7.026098937,0.020178976,,8.782599682,,6736943.295
261,4045898.182,-5386711.145,-21468.065,3805.864237,2882.118308,-6031.9776,-5.274626006,7.022081077,0.028410606,,8.782488789,,6736943.664
262,4049701.408,-5383825.516,-27500.0273,3800.587439,2889.138658,-6031.945682,-5.279360937,7.018573065,0.035856335,,8.782556886,,6736944.036
263,4053499.355,-5380932.869,-33531.95375,3795.305687,2896.155241,-6031.905901,-5.284491359,7.014555206,0.044087964,,8.782469893,,6736944.408
264,4057292.018,-5378033.207,-39563.83648,3790.018989,2903.168047,-6031.858256,-5.289031285,7.010649579,0.051637013,,8.78212536,,6736944.782
265,4061079.391,-5375126.534,-45595.66764,3784.727351,2910.177067,-6031.802748,-5.293766216,7.007141567,0.059082742,,8.782225485,,6736945.157
266,4064861.471,-5372212.854,-51627.43936,3779.43078,2917.182293,-6031.739377,-5.299091643,7.003521323,0.067211051,,8.782607841,,6736945.534
267,4068638.251,-5369292.171,-57659.14377,3774.129283,2924.183714,-6031.668143,-5.30402706,6.999105849,0.075546001,,8.782134873,,6736945.912
268,4072409.728,-5366364.488,-63690.77302,3768.822867,2931.181322,-6031.589046,-5.308956995,6.995995452,0.08288841,,8.782701591,,6736946.291
269,4076175.895,-5363429.81,-69722.31924,3763.511538,2938.175107,-6031.502086,-5.313301917,6.99169221,0.090540778,,8.781977844,,6736946.672
270,4079936.749,-5360488.139,-75753.77457,3758.195305,2945.165062,-6031.407263,-5.318822348,6.988469581,0.098565768,,8.782840854,,6736947.054
271,4083692.284,-5357539.481,-81785.13115,3752.874173,2952.151175,-6031.304578,-5.323757766,6.984054106,0.106900717,,8.782416312,,6736947.437
272,4087442.496,-5354583.838,-87816.38111,3747.548149,2959.133439,-6031.19403,-5.328297692,6.980148479,0.114449766,,8.782159634,,6736947.822
273,4091187.379,-5351621.215,-93847.51659,3742.217241,2966.111845,-6031.07562,-5.333428114,6.97613062,0.122681396,,8.782192471,,6736948.208
274,4094926.929,-5348651.616,-99878.52973,3736.881456,2973.086382,-6030.949347,-5.33796804,6.972224993,0.130230444,,8.781957875,,6736948.596
275,4098661.14,-5345675.044,-105909.4127,3731.5408,2980.057042,-6030.815213,-5.342507966,6.968319366,0.137779493,,8.781733846,,6736948.985
276,4102390.009,-5342691.503,-111940.1575,3726.19528,2987.023817,-6030.673216,-5.348618893,6.964984505,0.146487064,,8.782948917,,6736949.375
277,4106113.529,-5339700.997,-117970.7565,3720.844904,2993.986696,-6030.523358,-5.353158819,6.961078878,0.154036112,,8.782747612,,6736949.767
278,4109831.697,-5336703.531,-124001.2016,3715.489678,3000.945671,-6030.365639,-5.357698746,6.957173251,0.161585161,,8.782556874,,6736950.16
279,4113544.507,-5333699.107,-130031.4851,3710.12961,3007.900732,-6030.200058,-5.362238672,6.953267623,0.169134209,,8.782376705,,6736950.554
280,4117251.955,-5330687.731,-136061.5991,3704.764706,3014.851872,-6030.026616,-5.367369094,6.949249764,0.177365839,,8.782492921,,6736950.95
281,4120954.035,-5327669.405,-142091.5357,3699.394973,3021.799079,-6029.845314,-5.371714015,6.944946522,0.185018208,,8.78190329,,6736951.347
282,4124650.743,-5324644.134,-148121.2871,3694.020419,3028.742347,-6029.656151,-5.376253941,6.941040895,0.192567256,,8.781755935,,6736951.745
283,4128342.074,-5321611.922,-154150.8454,3688.64105,3035.681664,-6029.459127,-5.381974859,6.936910804,0.201481467,,8.782196745,,6736952.145
284,4132028.024,-5318572.772,-160180.2028,3683.256873,3042.617024,-6029.254244,-5.38670979,6.933402792,0.208927195,,8.78250347,,6736952.547
285,4135708.586,-5315526.689,-166209.3513,3677.867896,3049.548415,-6029.0415,-5.391054712,6.92909955,0.216579564,,8.781958676,,6736952.949
286,4139383.758,-5312473.676,-172238.2831,3672.474125,3056.47583,-6028.820898,-5.396185134,6.92508169,0.224811194,,8.78214726,,6736953.353
287,4143053.533,-5309413.738,-178266.9905,3667.075568,3063.399259,-6028.592435,-5.400920064,6.921573678,0.232256922,,8.782486152,,6736953.758
288,4146717.907,-5306346.879,-184295.4654,3661.672231,3070.318693,-6028.356114,-5.405459991,6.917668051,0.239805971,,8.782404903,,6736954.165
289,4150376.876,-5303273.102,-190323.7001,3656.264122,3077.234124,-6028.111935,-5.410785417,6.914047807,0.247934281,,8.783059109,,6736954.573
290,4154030.434,-5300192.412,-196351.6866,3650.851247,3084.145542,-6027.859897,-5.414935334,6.90934695,0.255689969,,8.782139677,,6736954.983
291,4157678.577,-5297104.813,-202379.4173,3645.433615,3091.052938,-6027.600001,-5.419870752,6.904931476,0.264024919,,8.781958028,,6736955.393
292,4161321.3,-5294010.308,-208406.884,3640.01123,3097.956303,-6027.332248,-5.424605682,6.901423464,0.271470647,,8.782350992,,6736955.806
293,4164958.598,-5290908.901,-214434.0791,3634.584102,3104.855628,-6027.056637,-5.429931109,6.89780322,0.279598957,,8.783052811,,6736956.219
294,4168590.466,-5287800.598,-220460.9947,3629.152237,3111.750905,-6026.773169,-5.434081026,6.893102362,0.287354645,,8.782179084,,6736956.634
295,4172216.901,-5284685.401,-226487.6228,3623.715641,3118.642124,-6026.481845,-5.438815957,6.88959435,0.294800374,,8.782604203,,6736957.05
296,4175837.896,-5281563.315,-232513.9558,3618.274323,3125.529276,-6026.182665,-5.443355883,6.885688723,0.302349423,,8.782610525,,6736957.468
297,4179453.448,-5278434.344,-238539.9856,3612.828289,3132.412352,-6025.875629,-5.448881796,6.881161017,0.311366953,,8.782803604,,6736957.887
298,4183063.551,-5275298.492,-244565.7044,3607.377546,3139.291344,-6025.560737,-5.453226718,6.876857775,0.319019322,,8.782404444,,6736958.307
299,4186668.201,-5272155.762,-250591.1044,3601.922102,3146.166241,-6025.237991,-5.457766644,6.872952148,0.32656837,,8.782444697,,6736958.729
300,4190267.394,-5269006.16,-256616.1778,3596.461963,3153.037037,-6024.90739,-5.462111565,6.868648906,0.334220739,,8.782067185,,6736959.152
301,4193861.123,-5265849.69,-262640.9166,3590.997137,3159.90372,-6024.568935,-5.467832483,6.864518814,0.343134949,,8.782741725,,6736959.576
302,4197449.386,-5262686.354,-268665.313,3585.52763,3166.766283,-6024.222627,-5.471781914,6.860725419,0.350001417,,8.782508274,,6736960.002
303,4201032.177,-5259516.159,-274689.3592,3580.053451,3173.624716,-6023.868465,-5.476522326,6.85591233,0.358439686,,8.782044732,,6736960.429
304,4204609.492,-5256339.106,-280713.0473,3574.574605,3180.479011,-6023.50645,-5.481257257,6.852404318,0.365885415,,8.782567859,,6736960.857
305,4208181.325,-5253155.202,-286736.3695,3569.091101,3187.329159,-6023.136584,-5.485407174,6.847703461,0.373641104,,8.781818845,,6736961.287
306,4211747.672,-5249964.449,-292759.3179,3563.602945,3194.17515,-6022.758865,-5.4899471,6.843797834,0.381190152,,8.781935657,,6736961.718
307,4215308.529,-5246766.853,-298781.8846,3558.110144,3201.016976,-6022.373295,-5.495668018,6.839667742,0.390104363,,8.782687698,,6736962.151
308,4218863.891,-5243562.417,-304804.0618,3552.612706,3207.854627,-6021.979875,-5.499422444,6.835476733,0.39707415,,8.782087295,,6736962.585
309,4222413.753,-5240351.145,-310825.8417,3547.110638,3214.688096,-6021.578604,-5.504552866,6.831458873,0.40530578,,8.782551188,,6736963.02
310,4225958.111,-5237133.042,-316847.2164,3541.603947,3221.517372,-6021.169484,-5.509092792,6.827553246,0.412854829,,8.782712328,,6736963.456
311,4229496.959,-5233908.112,-322868.1781,3536.092641,3228.342448,-6020.752514,-5.5136382,6.822342542,0.421396418,,8.78192114,,6736963.894
312,4233030.294,-5230676.359,-328888.7189,3530.576725,3235.163314,-6020.327696,-5.51876314,6.81962976,0.428635507,,8.783383463,,6736964.334
313,4236558.111,-5227437.787,-334908.8309,3525.056208,3241.979961,-6019.89503,-5.522718053,6.814531288,0.436494515,,8.782299176,,6736964.774
314,4240080.405,-5224192.4,-340928.5063,3519.531097,3248.79238,-6019.454516,-5.52765347,6.810115814,0.444829465,,8.782397368,,6736965.216
315,4243597.172,-5220940.203,-346947.7373,3514.001399,3255.600563,-6019.006155,-5.532193396,6.806210186,0.452378513,,8.782613916,,6736965.659
316,4247108.407,-5217681.2,-352966.516,3508.467122,3262.404501,-6018.549948,-5.536538318,6.801906944,0.460030882,,8.782415558,,6736966.104
317,4250614.105,-5214415.396,-358984.8346,3502.928271,3269.204184,-6018.085895,-5.540688235,6.797206087,0.46778657,,8.781802832,,6736966.55
